"ii" "jj" "X1" "X2" "X3" "X4" "X5" "X6" "X31" "X32" "X33" "X34" "X35" "X36"
"230" 2 6 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.143000000000000 1.33357596595926 1.33537331796089 1.16478474423769 1.14495903689433 1.39021157192963 1.50016310492726
"231" 2 7 1.324 1.538 1.832 1.409 2.169 1.011 1.79386575303101 1.52927053259292 1.83703944844612 1.63745532749177 1.80237894737461 1.51289068228487
"232" 2 8 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 1.16161137690648 1.19924133481860 1.40870073310416 1.29950042450503 1.11094520871155 1.21467613139705
"233" 2 9 2.2 2.36 2.295 2.322 2.471 2.29 1.79249498826397 1.75343900088283 1.84171359955542 2.06121447920163 1.72305329188023 1.68432598155884
"234" 2 10 0.234 0.0550000000000002 0.0550000000000002 0.189 0.154 0.172 1.45767563688825 1.17902850670212 1.50856127985074 1.37342791716871 1.47051298188341 1.08981272629890
"235" 2 11 1.518 1.53 1.331 1.393 1.415 1.396 1.79218634900216 1.76590550976939 1.68918708523407 1.64165991146111 1.93221543884723 1.53359877397019
"236" 2 12 0.825 0.706 0.51 0.975 1.094 1.212 1.53514778823396 1.60609296510678 1.46887174539921 1.57206599450584 1.43961811682437 1.69566847091800
"237" 3 1 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 1.30645705904666 0.954903821980357 1.20280315020259 1.04712656382248 1.32795696759792 0.999250180077435
"238" 3 2 1.033 0.633 0.377 0.987 0.739 0.0550000000000002 1.38276260377725 1.18788166669924 0.822275523874638 1.27745310465521 1.23818177838742 1.07310791507564
"239" 3 3 0.955 1.206 0.75 1.259 1.171 0.907 1.49495448664049 1.49020066822849 1.17747057877071 1.75365291688041 1.60233371676403 1.30062271565108
"240" 3 4 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 1.18267961756410 1.48467382110494 1.08352803079743 1.28545781086808 1.24017259444368 1.22252503441454
"241" 3 5 0.085 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.211 0.113 1.3118831503831 1.25443561365511 0.872244159295108 0.905270499500466 1.43752956414653 1.17595965489275
"242" 3 6 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 1.39445711704029 1.22773258063690 1.20701648384852 1.4494575949402 1.53204459896172 1.34828792314960
"243" 3 7 0.563 0.652 0.446 0.81 0.456 0.508 1.30844541658657 1.57051055143425 1.43250225890729 1.48929090135209 1.41590117655248 1.24319143174715
"244" 3 8 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 1.22474892520749 1.45105116110076 1.34869527917192 1.16207615732014 1.26532319720298 1.36229477095151
"245" 3 9 0.658 0.67 0.423 0.733 0.739 0.727 1.29588256822973 1.42945931721517 1.58613689270972 1.29659448531703 1.31007486027838 1.38341466021935
"246" 3 10 0.117 0.3 0.166 0.497 0.54 0.694 1.17675068269308 1.588357999439 1.39717962456522 1.60186857996227 1.23161148535177 1.12201269013184
"247" 3 11 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 1.32093141005518 1.33882309400520 1.29665132102814 1.59314890952750 1.20580373095440 1.37445860923886
"248" 3 12 0.522 0.74 0.571 0.78 0.932 0.934 1.48455068742458 1.50840127678558 1.46738796553035 1.37518436804704 1.64925548300165 1.27005948640644
"249" 4 1 0.262 0.0550000000000002 0.277 0.0550000000000002 0.211 0.0550000000000002 1.09891571555323 1.28037360490864 1.17638222841123 1.38983215796576 1.09752267279900 1.15907243326082
"250" 4 2 1.082 1.206 1.117 1.19 1.233 0.642 1.3951921413738 1.12440149671466 1.38221095117369 1.42339031682244 1.44989685601725 1.20229952281567
"251" 4 3 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 1.25770249490649 1.06341457121100 1.49538061825626 1.36212490908927 1.12679019726598 0.948641866581298
"252" 4 4 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.183 0.744 1.55581352645748 1.15341458512802 1.35153492789957 1.30171324611929 1.31428077541709 1.33659274027940
"253" 4 5 1.266 0.953 1.244 1.342 0.56 1.507 1.6422194127345 1.17893485283718 1.29005651788322 1.80376130144281 1.35305543464149 1.51944548931254
"254" 4 6 1.413 1.032 0.93 0.666 0.905 1.17 1.64015032177342 1.52595901540808 1.74339024064144 1.75367083865349 1.63265556027434 1.45553687379959
"255" 4 7 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.161 0.0619999999999998 0.113 1.43397528468028 1.36872411547532 1.33355718459041 1.38696069658964 1.17278135469593 0.992085603715687
"256" 4 8 1.455 1.162 1.367 0.936 1.548 1.81 1.83546615701909 1.67798385397453 1.55855571368537 1.54973581921122 1.81427222109963 1.5496392644344
"257" 4 9 1.36 1.105 0.93 1.306 1.182 1.047 1.59763863606328 1.78454789801226 1.38006047842783 1.50223045835725 1.5488277049865 1.4125918756906
"258" 4 10 0.563 0.837 0.489 1.384 0.959 1.16 1.61512675686764 1.57528706190778 1.6178599895293 1.49077352746061 1.23013193283034 1.55078991765918
"259" 4 11 0.0550000000000002 0.159000000000000 0.0550000000000002 0.39 0.456 0.378 1.26722367346586 1.30198085241450 1.59812802340916 1.31752712503422 1.51288847846536 1.54287517450062
"260" 4 12 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 1.22300332766799 1.28427555721017 1.16897901269222 1.42168992566902 1.05360669930811 1.22990904391539
"261" 5 1 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.378 1.36581265101177 1.19323677267982 1.45930429019852 1.11797406837688 1.21611851705958 1.03292329059384
"262" 5 2 0.34 0.491 0.303 0.648 0.317 0.28 0.969260466249797 1.28688351504255 1.25116087534115 1.35381661977106 1.17150986157343 1.37337354045086
"263" 5 3 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 1.13455427656355 1.56526717258684 1.42820202612076 1.18833084894159 1.00565475044099 1.24226151149408
"264" 5 4 0.955 1.019 1.172 0.84 1.16 0.893 1.45678409849312 1.67613990715593 1.66695640735919 1.55185536985623 1.50527423431386 1.29142133771310
"265" 5 5 0.543 0.534 0.446 0.683 0.671 0.821 1.11146687968798 1.15109904944278 1.61699394714405 1.44222453147611 1.34618455500871 1.43302743149249
"266" 5 6 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 1.28628089151125 1.54824066863804 1.63702283617752 1.45307222316865 1.20354108246266 1.14099875652855
"267" 5 7 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 1.37313911139366 1.36237433082160 1.39855453866915 1.2161654052756 1.02307733957809 1.23727377465799
"268" 5 8 2.144 2.087 1.902 1.967 2.38 1.992 1.92542031567978 1.76728100470220 1.84193038375059 1.96625639060707 1.74626659491584 1.64726351727035
"269" 5 9 0.206 0.218 0.166 0.269 0.0619999999999998 0.467 1.4959166554409 1.18278220148468 1.21096472506713 1.33108974709534 1.18142540410339 1.44639263732040
"270" 5 10 3.082 3.201 3.37 3.114 3.199 3.193 2.11304478422558 2.33107523520138 2.03480978419941 1.83585532691016 2.13381978688569 2.29600191855334
"271" 5 11 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.2 1.17428290329691 1.55507275794612 1.21717891253654 1.41452292113273 1.47733667311657 1.47343634715253
"272" 5 12 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 1.15668783105062 1.10481105536853 1.39681997769326 1.05281386766917 1.24377955035543 1.34254943217846
"273" 6 1 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 1.27315288507210 1.53389113978167 1.18650176975273 1.27882399509911 1.00267648649445 1.25897790330406
"274" 6 2 0.262 0.376 0.25 0.434 0.499 0.354 1.29586607753796 1.34086171538602 1.31186516537398 1.26480765610619 1.48982928145341 1.55607476423198
"275" 6 3 0.914 1.045 1.657 0.78 1.047 1.453 1.85750811452338 1.75986414823426 1.68521686732435 1.26168648773727 1.56728586267139 1.65639188815603
"276" 6 4 1.72 1.781 1.739 1.376 1.671 1.469 1.91022907686387 1.88601322463304 1.85230230127175 1.61968618829134 1.55624611769499 1.69421132630047
"277" 6 5 0.0550000000000002 0.189 0.0550000000000002 0.7 0.154 0.423 1.04659235411739 1.58958723228351 1.32096224328587 1.40518693218873 1.30263164015556 1.34719560982060
"278" 6 6 0.762 0.723 0.665 0.868 0.688 0.548 1.74455566455637 1.84715426812299 1.65900892239102 1.46949656161376 1.35954763524809 1.35685896523149
"279" 6 7 0.941 0.852 1.34 0.666 1.192 1.149 1.58375364966970 1.62817982968598 1.59494568410068 1.22717579479981 1.58780110513943 1.65436274539818
"280" 6 8 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 1.17112119070226 1.33658067823600 1.46544780017409 1.14527149416754 1.15769704568313 1.25674231629928
"281" 6 9 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.102000000000000 0.0550000000000002 0.227 1.06693992380248 1.15793711359636 1.27798314669128 1.21307736961178 1.36415107797547 1.57065108508660
"282" 6 10 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 1.37769157179808 1.09196880445065 0.996135685841048 1.29092565812449 1.46639198859787 1.63643054297186
"283" 6 11 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 1.42748503178657 1.15301095521285 1.38965297315698 1.47654384147763 1.44794971073543 1.36674438237406
"284" 6 12 1.128 1.105 1.224 0.949 0.817 0.401 1.24077910880248 1.59593972259222 1.32893017585577 1.47352105152998 1.55423086071896 1.28397988497469
"285" 7 1 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 1.60503084513422 1.25638832408331 1.34490111213059 1.06421713817007 1.31599078716375 1.08171120139081
"286" 7 2 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 1.31281694303684 1.32188443034462 1.22399367448895 1.42856101874969 1.53068482969501 1.27444158259105
"287" 7 3 0.0550000000000002 0.128 0.195 0.0550000000000002 0.0550000000000002 0.2 1.53496760365649 1.32395939888391 1.15933341915279 1.35381210236316 1.33058809670934 1.27676414247880
"288" 7 4 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 1.44303510073622 1.43756701498264 1.31032390010109 1.16874849487500 1.36105839210640 1.13429806071520
"289" 7 5 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 1.55763079963041 1.34977938951705 1.27048077426824 1.32104426216380 1.29404448854015 1.34453666389694
"290" 7 6 0.676 0.67 0.7 0.294 0.918 0.907 1.81529072982824 1.67366278483642 1.45389112615313 1.2908603761841 1.49920058142722 1.81444302250908
"291" 7 7 0.501 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.423 1.48829144425748 1.24213883572896 1.07949577579541 1.30926314724827 1.39361055952525 1.42418851027687
"292" 7 8 0.234 0.376 0.401 0.294 0.265 0.227 1.31356697198237 1.52967733156046 1.24416489376348 1.24336329690581 1.34332932838293 1.31760710639912
"293" 7 9 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 1.05846773590734 1.23492788122824 1.19090058568553 1.3746283777857 1.54609829798827 1.16832681719733
"294" 7 10 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.96438107829111 0.931967728517355 1.26605571014874 1.46559915695892 1.6503010494119 1.43558440270161
"295" 7 11 0.762 0.925 0.7 0.962 1.059 0.836 1.18963615150394 1.53991557519880 1.61043157823566 1.68121978333854 1.64411152520027 1.51334751368938
"296" 7 12 0.856 0.491 0.195 0.81 0.499 0.624 1.34652810674310 1.02216683556243 1.21071349169629 1.52655528759676 1.30572365526850 1.57301691152692
"297" 8 1 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 1.3154721231627 1.40784894852981 1.12627458512426 1.37523681017431 1.13747840971098 1.23096725795140
"298" 8 2 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 1.36570217148114 1.27775049176279 1.48499366445093 1.58646821224392 1.32809493400151 1.37753781713367
"299" 8 3 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 1.32965270355852 1.16368384714939 1.40300695703006 1.38171904531793 1.28805406542759 1.38630662102893
"300" 8 4 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 1.44198201090097 1.33914104633228 1.20911376552594 1.40634244268607 1.18103265372045 1.28667163712473
"301" 8 5 0.206 0.351 0.105 0.343 0.412 0.624 1.37165870836516 1.36412035099936 1.36461025527459 1.41047151519044 1.48334970866409 1.63370220229869
"302" 8 6 0.621 0.652 0.647 0.748 1.082 0.986 1.61574582797934 1.43684142063854 1.40483750003684 1.48313405210749 1.89813369377901 1.49014951038267
"303" 8 7 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 1.17053941518961 1.05659673575321 1.31424226112992 1.41440538217650 1.35388980807481 1.40795750107571
"304" 8 8 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.154 0.467 1.34307938244287 1.10719534258615 1.16907222726527 1.29680662819315 1.31992574787222 1.5050508750687
"305" 8 9 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 1.10734015506870 1.12673262836183 1.34975842980995 1.54530546634933 1.18219732363737 1.34788470006781
"306" 8 10 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.776692924808451 1.18017545504770 1.42441546514553 1.6373854077293 1.44043725981354 1.60096531793046
"307" 8 11 0.0550000000000002 0.096 0.166 0.0550000000000002 0.0550000000000002 0.423 1.12194681649253 1.33868252365660 1.40701222350485 1.34582166636379 1.29650556969747 1.20265334505326
"308" 8 12 3.174 2.887 3.31 2.407 3.244 2.995 1.54388187648582 1.81186187957143 2.12958670083601 1.78436681937122 2.2689770368795 2.09785150105122
"309" 9 1 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 1.45166668966632 1.1800314023981 1.43166945587555 1.19326179225989 1.28462060936186 1.42658138099912
"310" 9 2 0.085 0.218 0.277 0.0710000000000002 0.093 0.488 1.31140093929454 1.57158694959039 1.69592020976796 1.38356873975296 1.43849916865389 1.12989458140655
"311" 9 3 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 1.16809884306772 1.43182410326124 1.42208431596887 1.33333811600725 1.43304121403419 1.29465982597819
"312" 9 4 0.927 0.993 0.957 0.683 0.688 0.467 1.55672036518038 1.47701048511420 1.68116557865401 1.38974539465647 1.50039896760617 1.98289824265606
"313" 9 5 0.364 0.67 0.782 0.975 0.389 0.401 1.32303196557085 1.51394626404572 1.54779149618604 1.66624032220151 1.60610715928291 1.56483267185968
"314" 9 6 1.628 0.925 0.766 0.936 0.124 0.227 1.63015628581348 1.45739560285178 1.49299888027486 1.87929994500169 1.28576509389489 1.4964934498715
"315" 9 7 2.588 2.636 2.971 3.461 3.805 2.981 1.64465592949276 1.97174413852402 2.19647145539310 2.28885282217075 2.44794757112023 2.17511970054992
"316" 9 8 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.979607616426605 1.10490426994158 1.2719366802174 1.29226148766184 1.40709281008017 1.39874905932541
"317" 9 9 0.288 0.447 0.0550000000000002 0.269 0.389 0.401 1.03470068179579 1.37027817470891 1.50412177453594 1.22736739624048 1.44339470003688 1.70536312202468
"318" 9 10 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.998349553484284 1.31660926770932 1.57923499075275 1.41466168669134 1.59610908822427 1.54597207144028
"319" 9 11 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.161 0.124 0.568 1.12102613600857 1.24734632566571 1.27028165103161 1.28603444808590 1.10631347040584 1.35458835077306
"320" 9 12 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.2 0.814500097263669 1.09543682162953 1.05286104682754 1.35021803132706 1.27380853670873 1.58635352623722
"321" 10 1 1.726 1.822 1.907 1.547 1.598 1.842 1.65909613564413 1.95363416958644 1.74514236121250 1.74072298654188 1.89604273251934 1.89843563254728
"322" 10 2 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 1.53175908836586 1.664480213142 1.41959115326104 1.47346893351927 1.05910060298324 1.08528260753928
"323" 10 3 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 1.41271770782363 1.43538103555713 1.36333268054662 1.47129681211306 1.33657287074535 1.00968531165286
"324" 10 4 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.102000000000000 0.341 0.401 1.17779352825713 1.43231587313942 1.23745108993778 1.37141815257216 1.98488891392599 1.42021255022321
"325" 10 5 2.984 2.958 3.013 2.629 2.755 2.635 2.07043255779209 2.11552102757241 2.22439086465459 2.23490198193415 2.23336254108619 1.93018425400347
"326" 10 6 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 1.12178336801990 1.25695790052610 1.63075173250401 1.27751382227654 1.47194066277317 1.82434570139052
"327" 10 7 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 1.14359926950734 1.34081778378370 1.33949715990928 1.42929759662415 1.39479020698996 1.59686165824980
"328" 10 8 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.949629466232674 1.18605642511636 1.25107779584845 1.39417716839757 1.40360191643734 1.27439611850873
"329" 10 9 0.602 0.218 0.195 0.0550000000000002 0.211 0.227 1.23052370171692 1.44055843424259 1.14913126497822 1.32696198405754 1.64893546374706 1.48287921538353
"330" 10 10 0.658 0.79 0.75 0.909 0.89 0.677 1.27375288006129 1.64919766434218 1.52776452850201 1.78866653804127 1.75743219679286 1.636923757431
"331" 10 11 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 1.01867025764366 1.11963177182513 1.16415724697080 1.03441160771054 1.18930252928772 1.13956094050058
"332" 10 12 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.143000000000000 0.847844427859295 0.882148601984545 1.23963029831404 1.20639572408513 1.50965212335595 1.37573861893733
"333" 11 1 0.0550000000000002 0.159000000000000 0.136 0.216 0.0619999999999998 0.227 1.47843487979048 1.29950236458654 1.39810254290711 1.56621249738472 1.46202736840968 1.57995483134528
"334" 11 2 2.63 2.664 2.292 2.792 2.781 2.158 2.34430238913296 2.14104501570644 2.11064921234435 1.84025620106210 1.86710993802072 1.96459164301616
"335" 11 3 1.849 2.114 2.06 2.275 1.989 1.996 1.87770693584291 1.91818297503204 2.0336739359658 1.96922062713990 1.57081884006565 1.96212149668596
"336" 11 4 1.979 3.126 2.005 3.054 2.973 3.292 1.88294502402865 2.04810919275272 1.89292583788238 2.74206945086295 2.14791384802115 2.1074033897755
"337" 11 5 3.601 3.455 3.122 3.193 2.977 3.178 2.19058022131196 2.30130702776297 2.35929662657933 2.36272555518213 2.04514575261943 2.30207547179347
"338" 11 6 0.147000000000000 0.351 0.195 0.319 0.239 0.28 1.15434160293799 1.64692663232317 1.29064387430079 1.54280497399137 1.88815906497342 1.46577813099748
"339" 11 7 1.422 1.316 1.284 1.649 1.223 0.727 1.55658583721765 1.59588833337967 1.72169961909647 1.81453170816451 1.91874308679030 1.60818156386654
"340" 11 8 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 1.00423052355295 1.14327159841225 1.33602675142103 1.37782634331514 1.26953988880255 1.19996594093460
"341" 11 9 0.728 0.447 0.61 0.648 0.802 0.423 1.37245918945170 1.08799393856765 1.40206482586822 1.72830719927835 1.62376791216468 1.59817281991513
"342" 11 10 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 1.22102159632014 1.18847179215268 1.46376076549759 1.47761604838328 1.44205222165994 1.53201028170726
"343" 11 11 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.872039378054894 0.9934448021278 0.923823874697519 1.12188971666412 1.10221668047645 1.34798847117285
"344" 11 12 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.61950649401747 1.05033634468433 1.07867938536306 1.42785601603147 1.30286714972870 1.34444127523223
"345" 12 1 0.941 0.925 0.782 1.083 1.047 1.138 1.49265311200608 1.62555640535251 1.74983563335266 1.77741153791712 1.84443930468386 1.52539153055867
"346" 12 2 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 0.0550000000000002 1.38827091599222 1.49944236397262 1.11551903920056 1.15727198012956 1.42996802857180 1.21539250692666
